SYMBOL, SERIES,DATE, PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
GILLANDERS, EQ, 04-Nov-2022,61.45,63,73.4,63,68.8,68.7,70.88,247886,175.69,2854,74413,30.02
GILLETTE, EQ, 04-Nov-2022,5191.3,5217.3,5254,5114,5144,5135,5193.96,13864,720.09,2858,5125,36.97
GILT5YBEES, EQ, 04-Nov-2022,49.41,49.49,49.6,49.43,49.53,49.56,49.56,168244,83.38,509,125432,74.55
GINNIFILA, EQ, 04-Nov-2022,33.5,34.15,34.2,33.5,34,34,33.93,43371,14.71,412,34220,78.9
GIPCL, EQ, 04-Nov-2022,84.5,84.55,84.95,83.95,84.4,84.15,84.28,129655,109.27,1330,81530,62.88
GIRIRAJ, SM, 04-Nov-2022,125,131.25,131.25,131.25,131.25,131.25,131.25,1200,1.58,1,1200,100
GKWLIMITED, EQ, 04-Nov-2022,591.75,591.9,599.9,590,590,590.7,591.42,381,2.25,63,209,54.86
GLAND, EQ, 04-Nov-2022,1845.35,1845,1858.8,1803.1,1808.95,1811.2,1821.94,220550,4018.29,18849,83489,37.85
GLAXO, EQ, 04-Nov-2022,1361.25,1362.1,1373,1343.05,1345.85,1345.8,1354.43,102612,1389.81,7663,78456,76.46
GLENMARK, EQ, 04-Nov-2022,422.85,426.95,426.95,418.1,420.2,421.35,420.94,609811,2566.96,15018,158900,26.06
GLFL, BE, 04-Nov-2022,2.55,2.45,2.5,2.45,2.45,2.45,2.46,7219,0.18,6, -, -
GLOBAL, EQ, 04-Nov-2022,234.1,222.4,229.45,222.4,222.4,223.7,223.17,150407,335.67,2927,100981,67.14
GLOBALVECT, EQ, 04-Nov-2022,53.25,53.2,54.85,53.2,54.65,54.2,54.1,12900,6.98,184,8655,67.09
GLOBE, EQ, 04-Nov-2022,4.85,4.85,4.95,4.75,4.9,4.9,4.81,602287,28.99,1150,447586,74.31
GLOBUSSPR, EQ, 04-Nov-2022,790.35,793.4,801.85,785,788.5,788.3,788.87,47809,377.15,5640,26299,55.01
GLS, EQ, 04-Nov-2022,434.55,434.05,441.2,432,440.9,440.3,439.26,75671,332.39,2340,53671,70.93
GMBREW, EQ, 04-Nov-2022,585.1,582.55,586.95,578.6,582,582.3,582.76,15336,89.37,1570,8664,56.49
GMDCLTD, EQ, 04-Nov-2022,143.05,144,152.15,143.55,151.8,151.6,149.6,3900333,5834.72,38921,1518803,38.94
GMMPFAUDLR, EQ, 04-Nov-2022,1861.7,1939.95,2044.4,1915.6,1973.35,1975.6,1993.98,744831,14851.78,56381,159671,21.44
GMRINFRA, EQ, 04-Nov-2022,37.45,37.45,38.3,37.4,38.05,38.05,37.88,9116017,3453.07,32403,3556511,39.01
GMRP&UI, EQ, 04-Nov-2022,24.5,24.55,24.75,24.05,24.5,24.45,24.39,653133,159.33,1168,388225,59.44
GNA, EQ, 04-Nov-2022,663.85,665.8,706.4,661,667,666.9,671.6,27121,182.14,1770,14705,54.22
GNFC, EQ, 04-Nov-2022,704.05,707,712.2,699.75,706.8,706.55,705.02,608852,4292.53,23166,229959,37.77
GOACARBON, EQ, 04-Nov-2022,415.4,418,498.45,417,498.45,498.45,478.89,287650,1377.53,6404,112203,39.01
GOCLCORP, EQ, 04-Nov-2022,264.2,266,273.85,262.05,273.5,272.95,268.94,13029,35.04,365,10101,77.53
GOCOLORS, EQ, 04-Nov-2022,1391.75,1391,1408.35,1326,1350,1353.5,1363.4,95916,1307.72,11329,15743,16.41
GODFRYPHLP, EQ, 04-Nov-2022,1597.35,1590,1680,1590,1610.25,1619.3,1643.63,371129,6100,24853,52253,14.08
GODHA, EQ, 04-Nov-2022,2.65,2.6,2.75,2.6,2.75,2.7,2.67,807695,21.55,881,495183,61.31
GODREJAGRO, EQ, 04-Nov-2022,502.45,501.25,506.55,498.8,500.9,500.35,501.02,98674,494.37,4731,65766,66.65
GODREJCP, EQ, 04-Nov-2022,831.75,830,831.95,820,831.5,829.15,825.94,683905,5648.67,36080,417643,61.07
GODREJIND, EQ, 04-Nov-2022,422.9,423.2,425.5,421.25,423.8,423.45,423.31,67009,283.66,3344,38910,58.07
GODREJPROP, EQ, 04-Nov-2022,1250.35,1250.35,1261.95,1237,1259.9,1258.8,1253.26,411798,5160.92,15923,207018,50.27
GOENKA, BZ, 04-Nov-2022,1.75,1.8,1.8,1.7,1.8,1.75,1.75,104555,1.83,175, -, -
GOKEX, EQ, 04-Nov-2022,373.1,374.8,375.75,356.1,358.45,357.9,361.82,557977,2018.87,17982,293767,52.65
GOKUL, EQ, 04-Nov-2022,32.9,33.15,33.3,31.9,32.4,32.25,32.39,173307,56.13,1335,123351,71.17
GOKULAGRO, EQ, 04-Nov-2022,128.4,130.35,130.35,124,126.35,126.05,126.11,232328,293,4725,120344,51.8
GOLDBEES, EQ, 04-Nov-2022,43,43.46,43.46,43.02,43.33,43.29,43.27,1894906,820,11699,1244057,65.65
GOLDENTOBC, BZ, 04-Nov-2022,76.25,76.25,78.9,73.8,77.65,77.2,76.37,1988,1.52,76, -, -
GOLDIAM, EQ, 04-Nov-2022,142.65,142.75,143.8,138.1,139.35,138.9,139.93,145691,203.87,3323,73320,50.33
GOLDSHARE, EQ, 04-Nov-2022,43.2,43.6,43.75,43.2,43.2,43.35,43.4,145980,63.36,291,124077,85
GOLDTECH, EQ, 04-Nov-2022,50.85,50.85,52.2,50.6,52.05,51.45,51.29,32231,16.53,363,18127,56.24
GOODLUCK, EQ, 04-Nov-2022,433.05,431.3,438.85,422.8,429.95,427.5,430.62,74449,320.59,3814,48281,64.85
GOODYEAR, EQ, 04-Nov-2022,1022.05,1026.9,1034.95,1020,1033,1032.35,1028.99,7667,78.89,734,4341,56.62
GOYALALUM, EQ, 04-Nov-2022,135.1,144.8,148.6,126.3,142.85,143.05,140.64,26500,37.27,810,15595,58.85
GPIL, EQ, 04-Nov-2022,268.65,270,279.6,266.05,275.15,275.4,275.84,347337,958.1,8386,125368,36.09
GPPL, EQ, 04-Nov-2022,87.1,87.45,89.4,87.2,88.75,88.8,88.75,1056780,937.85,10712,571413,54.07
GPTINFRA, EQ, 04-Nov-2022,127.6,129.95,130,124.8,127,128.1,126.99,56815,72.15,1398,36081,63.51
GRANULES, EQ, 04-Nov-2022,378.65,379,381,367.65,370.2,369.8,372.84,933313,3479.72,12546,351350,37.65
GRAPHITE, EQ, 04-Nov-2022,353,354.8,364.5,351.95,360.6,360.25,358.65,558921,2004.55,12929,197553,35.35
GRASIM, EQ, 04-Nov-2022,1745.65,1751,1772,1743.05,1768,1765.1,1758.64,444025,7808.79,21733,191483,43.12
GRAUWEIL, EQ, 04-Nov-2022,93.4,94.9,95.15,92.6,93,92.95,93.29,516328,481.67,3065,282749,54.76
GRAVITA, EQ, 04-Nov-2022,357.4,357.75,370.9,355.65,370.4,366.1,362.41,201532,730.38,4698,108069,53.62
GREAVESCOT, EQ, 04-Nov-2022,150.9,151.3,153.5,149.9,150.85,151.1,151.34,976144,1477.27,9798,292414,29.96
GREENLAM, EQ, 04-Nov-2022,332.4,332.4,334.2,318.45,324.8,321.35,327.25,20250,66.27,1409,13450,66.42
GREENPANEL, EQ, 04-Nov-2022,365.7,366.9,376.8,366.15,375.65,375.55,372.82,123188,459.26,7320,63171,51.28
GREENPLY, EQ, 04-Nov-2022,173.2,175.6,175.6,169.2,169.5,169.75,170.9,286815,490.17,7487,192742,67.2
GREENPOWER, EQ, 04-Nov-2022,8.75,8.95,9.05,8.65,8.7,8.65,8.8,3081071,271.13,5034,1819701,59.06
GRINDWELL, EQ, 04-Nov-2022,2106.45,2114.35,2128.05,2071.05,2110,2112.55,2101.06,60724,1275.85,4291,49390,81.34
GRINFRA, EQ, 04-Nov-2022,1222.3,1214,1232,1214,1225,1226.05,1224.5,5960,72.98,1487,3443,57.77
GRMOVER, EQ, 04-Nov-2022,368.6,370,372.85,360,365,362.85,364.79,67574,246.51,4069,29436,43.56
GROBTEA, EQ, 04-Nov-2022,947.2,970,970,932.55,955,942.05,941.53,702,6.61,164,196,27.92
GRPLTD, EQ, 04-Nov-2022,1882.35,1876,1898,1815,1822,1822.2,1846.01,1678,30.98,268,1052,62.69
GRSE, EQ, 04-Nov-2022,503.95,506,515.75,490.2,509.3,509.3,504.78,2749382,13878.36,47190,290908,10.58
GRWRHITECH, EQ, 04-Nov-2022,714.85,721,724.8,702.85,708.8,705.8,713.01,6310,44.99,995,3554,56.32
GSCLCEMENT, EQ, 04-Nov-2022,38.8,39,40.35,38.2,39.25,39.4,39.4,186318,73.41,1505,79752,42.8
GSFC, EQ, 04-Nov-2022,125.2,125.2,128.8,125.2,128,127.95,127.56,1919935,2449.16,16409,997029,51.93
GSPL, EQ, 04-Nov-2022,225.35,226.25,226.65,224.15,225.5,225.3,225.08,428499,964.45,5978,291136,67.94
GSS, EQ, 04-Nov-2022,287.75,287.75,293.4,283.15,283.2,285.1,288.22,45939,132.4,2030,20807,45.29
GSTL, SM, 04-Nov-2022,92,87.5,87.5,87.5,87.5,87.5,87.5,4000,3.5,1,4000,100
GTL, EQ, 04-Nov-2022,8.3,8.4,8.4,8.05,8.2,8.15,8.18,372145,30.43,703,199434,53.59
GTLINFRA, EQ, 04-Nov-2022,1.3,1.3,1.35,1.3,1.35,1.3,1.31,7411010,97.41,8933,7099354,95.79
GTPL, EQ, 04-Nov-2022,138.5,140.7,140.7,136.75,137.5,137.4,138.24,75565,104.46,1523,52882,69.98
GUFICBIO, EQ, 04-Nov-2022,229.55,230.5,230.5,222.05,226.1,226.4,226.14,87318,197.46,3335,49384,56.56
GUJALKALI, EQ, 04-Nov-2022,884.1,889.7,895,883,893.8,892.45,889.41,98912,879.73,5011,37470,37.88
GUJAPOLLO, EQ, 04-Nov-2022,198.2,201.15,202.15,195.2,200.95,200.5,197.73,7069,13.98,367,4288,60.66
GUJGASLTD, EQ, 04-Nov-2022,516.6,517.9,520,511,514,514.15,515.17,290899,1498.63,10600,71447,24.56
GUJRAFFIA, BE, 04-Nov-2022,30.2,30.75,30.75,28.8,29.85,30.05,29.89,3052,0.91,30, -, -
GULFOILLUB, EQ, 04-Nov-2022,414.6,416,417.95,411.2,416.95,416.85,414.92,13483,55.94,1447,7727,57.31
GULFPETRO, EQ, 04-Nov-2022,52.95,53.5,53.8,51.8,52.8,52.75,53.13,608291,323.19,1147,398957,65.59
GULPOLY, EQ, 04-Nov-2022,246.6,246.65,251,242,242.1,243.75,245.4,19303,47.37,707,13858,71.79
GVKPIL, BE, 04-Nov-2022,2.8,2.8,2.9,2.75,2.9,2.85,2.86,1153707,32.99,956, -, -
HAL, EQ, 04-Nov-2022,2545.15,2558.7,2574,2525.6,2559,2560.95,2552.44,932905,23811.81,46605,347804,37.28
HAPPSTMNDS, EQ, 04-Nov-2022,977.6,976,981.75,970,974.65,973.4,973.57,145065,1412.31,10474,63040,43.46
HARDWYN, EQ, 04-Nov-2022,286.15,294.95,300.45,281.1,300.45,298.35,294.51,36027,106.1,759,21910,60.82
HARIOMPIPE, EQ, 04-Nov-2022,271.75,274.1,280.5,271.4,275.4,276.3,276.28,58474,161.55,2578,28347,48.48
HARRMALAYA, EQ, 04-Nov-2022,139.75,139.75,141.75,139.3,140.25,140.45,140.73,21413,30.14,593,11504,53.72
HARSHA, EQ, 04-Nov-2022,435.85,437.75,448.8,423.7,424.15,425.25,437.31,764310,3342.38,21240,271316,35.5
HATHWAY, EQ, 04-Nov-2022,15.9,15.75,16.2,15.75,16,16.05,16,2886770,461.75,4520,1387100,48.05
HATSUN, EQ, 04-Nov-2022,952.4,955,958.05,947.05,950.55,955.65,954.74,7740,73.9,1415,4182,54.03
HAVELLS, EQ, 04-Nov-2022,1207.1,1213.15,1213.15,1198.15,1210,1208.95,1204.72,542314,6533.39,26551,308800,56.94
HAVISHA, BE, 04-Nov-2022,2.25,2.25,2.25,2.15,2.15,2.15,2.18,79225,1.72,61, -, -
HBANKETF, EQ, 04-Nov-2022,415,415.9,416.59,412.31,414.5,413.75,413.43,8406,34.75,163,7291,86.74
HBLPOWER, EQ, 04-Nov-2022,108.8,109.3,109.45,106.15,107.6,107.45,107.38,3040479,3264.75,16188,1248404,41.06
HBSL, EQ, 04-Nov-2022,49.85,50.25,51.3,49.75,51,50.45,50.43,3600,1.82,115,2547,70.75
HCC, EQ, 04-Nov-2022,13.9,14,15.05,13.85,14.8,14.75,14.64,32856378,4810.47,16471,15476397,47.1
HCG, EQ, 04-Nov-2022,299.15,299.3,304.5,295.75,300,300.05,300.45,210570,632.66,6114,104951,49.84
HCL-INSYS, EQ, 04-Nov-2022,16.1,16.25,16.4,15.85,15.9,15.9,16,336710,53.88,1186,264205,78.47
HCLTECH, EQ, 04-Nov-2022,1045.15,1045.15,1049,1033.45,1046.7,1045.35,1041.78,1709158,17805.62,66918,1162110,67.99
HDFC, EQ, 04-Nov-2022,2489.4,2480,2512,2469.2,2487.45,2486.65,2486.31,1887494,46928.88,82145,1164167,61.68
HDFC, W3, 04-Nov-2022,415.15,422,430,401,423,420.6,415.42,42000,174.47,60,30600,72.86
HDFCAMC, EQ, 04-Nov-2022,2098.2,2096.5,2112.65,2070.75,2085.65,2088.55,2087.58,96364,2011.67,13092,49619,51.49
HDFCBANK, EQ, 04-Nov-2022,1507.55,1503.2,1516.1,1489.6,1497.1,1497.15,1497.96,5409030,81025.28,150429,3593837,66.44
HDFCGROWTH, EQ, 04-Nov-2022,89.94,90.4,91.2,89.23,89.6,89.6,89.92,3879,3.49,73,2895,74.63
HDFCLIFE, EQ, 04-Nov-2022,545.4,545.4,546.9,536.5,539.9,539.3,539.77,1514523,8174.95,56245,776328,51.26
HDFCLOWVOL, EQ, 04-Nov-2022,131.96,132,132.99,128.9,130.8,131.5,129.85,665,0.86,25,644,96.84
HDFCMFGETF, EQ, 04-Nov-2022,44.18,44.6,44.6,44.24,44.45,44.43,44.36,260638,115.63,661,188784,72.43
HDFCMOMENT, EQ, 04-Nov-2022,202.71,203,205,199.8,203.75,203.75,202.05,342,0.69,45,213,62.28
HDFCNEXT50, EQ, 04-Nov-2022,427.24,432,436.94,426.22,435.5,434.5,431.05,1047,4.51,56,228,21.78
HDFCNIF100, EQ, 04-Nov-2022,184.45,183.8,184.09,181.8,183.97,184.03,183.82,2747,5.05,29,2584,94.07
HDFCNIFETF, EQ, 04-Nov-2022,194.9,195.59,196.11,194.46,196.11,195.54,194.96,21435,41.79,370,12279,57.28
HDFCQUAL, EQ, 04-Nov-2022,39.1,39.3,39.5,38.5,39.5,39,38.99,28190,10.99,67,26818,95.13
HDFCSENETF, EQ, 04-Nov-2022,659.69,656.01,662.99,656.01,660.3,660.3,658.35,10218,67.27,268,6755,66.11
HDFCSILVER, EQ, 04-Nov-2022,56.95,57.51,58.58,57.51,58.1,58.42,58.19,56744,33.02,175,39390,69.42
HDFCVALUE, EQ, 04-Nov-2022,90.19,90.9,90.9,89.27,90.7,90.59,90.46,6385,5.78,61,5149,80.64
HDIL, BZ, 04-Nov-2022,5.5,5.55,5.65,5.4,5.55,5.5,5.53,290606,16.08,610, -, -
HEADSUP, EQ, 04-Nov-2022,13.8,13.9,14.3,13.6,13.95,13.8,13.92,76549,10.66,942,8722,11.39
HEALTHY, EQ, 04-Nov-2022,8.61,8.79,8.79,8.5,8.57,8.52,8.56,25118,2.15,238,14136,56.28
HECPROJECT, EQ, 04-Nov-2022,32.25,32.25,32.25,30.5,31.05,31.1,30.83,2228,0.69,56,1517,68.09
HEG, EQ, 04-Nov-2022,1044.55,1048.75,1063.5,1005.55,1011,1013.3,1029.09,421333,4335.88,25516,234257,55.6
HEIDELBERG, EQ, 04-Nov-2022,206.25,205,209.8,204.05,207,206.45,207.22,632298,1310.24,8129,279861,44.26
HEMIPROP, EQ, 04-Nov-2022,96.9,97.1,98.9,97,97.65,97.5,97.86,331394,324.3,3550,87940,26.54
HERANBA, EQ, 04-Nov-2022,505.15,511.95,515,506.95,514.55,514.1,512.31,24687,126.47,1784,17732,71.83
HERCULES, EQ, 04-Nov-2022,190.8,191,194.45,190.8,193,193.15,192.98,29768,57.45,1029,15769,52.97
HERITGFOOD, EQ, 04-Nov-2022,316.1,318,329.9,317.5,325.05,325.15,324.81,130402,423.55,6021,96201,73.77
HEROMOTOCO, EQ, 04-Nov-2022,2646.35,2621,2637.2,2573.45,2598,2588.9,2590.4,855256,22154.56,60088,323401,37.81
HESTERBIO, EQ, 04-Nov-2022,1995.55,2005.5,2034.95,1926,1970,1981.45,1976.95,9813,194,1438,1385,14.11
HEXATRADEX, EQ, 04-Nov-2022,164.75,165.85,165.85,164.5,164.5,164.5,164.54,1339,2.2,27,1211,90.44
HFCL, EQ, 04-Nov-2022,81.05,81.2,82.25,80.4,81.2,81.25,81.34,7261452,5906.58,23123,2121149,29.21
HGINFRA, EQ, 04-Nov-2022,566.55,569.4,574,567,572.8,569.95,570.29,30417,173.47,3947,18209,59.86
HGS, EQ, 04-Nov-2022,1204.8,1210.85,1211.8,1190.1,1198.95,1198.65,1200.56,31012,372.32,4331,20103,64.82
HIKAL, EQ, 04-Nov-2022,343.5,345.25,347.7,339.5,341.9,340.8,344.09,115381,397.01,3891,52367,45.39
HIL, EQ, 04-Nov-2022,2893.2,2905,2920.95,2750.5,2780,2787.95,2795.55,38924,1088.14,6595,13850,35.58
HILTON, EQ, 04-Nov-2022,68.05,69.45,71.45,68.75,71.45,71.45,71.18,441180,314.02,1148,233119,52.84
HILTON-RE, BE, 04-Nov-2022,10.4,9.95,14.55,7.2,14.55,14.55,8.87,859353,76.23,797, -, -
HIMATSEIDE, EQ, 04-Nov-2022,100.95,101.8,102.5,99.2,100.1,100.1,100.51,100083,100.59,2418,53391,53.35
HINDALCO, EQ, 04-Nov-2022,410.35,412.45,432,412,430.05,430.55,423.5,13317485,56399.52,136925,4224727,31.72
HINDCOMPOS, EQ, 04-Nov-2022,321.25,323.95,325,320,325,322.75,322.6,1409,4.55,172,843,59.83
HINDCON, BE, 04-Nov-2022,104.75,106.85,106.85,99.55,102.95,101.9,102.23,25098,25.66,597, -, -
HINDCOPPER, EQ, 04-Nov-2022,104.9,105.4,108.2,105.35,108.1,107.95,107.01,2792052,2987.81,13326,1031347,36.94
HINDMOTORS, EQ, 04-Nov-2022,16.35,16.7,16.95,16,16.25,16.3,16.37,541876,88.68,1721,337803,62.34
HINDOILEXP, EQ, 04-Nov-2022,152.1,158,162.5,150.55,151.5,152.45,154.53,1485732,2295.94,15570,544124,36.62
HINDPETRO, EQ, 04-Nov-2022,211.05,206.4,209.4,201,203.75,203.6,203.58,7874982,16032,86595,3245595,41.21
HINDUNILVR, EQ, 04-Nov-2022,2546.35,2544.95,2546,2515.25,2520,2520.35,2523.15,889055,22432.19,52593,676328,76.07
HINDWAREAP, EQ, 04-Nov-2022,349.55,351.8,358,340.25,341.05,342.4,347.72,67020,233.04,3471,42857,63.95
HINDZINC, EQ, 04-Nov-2022,285.85,286.75,291,286.55,288.5,288.9,288.95,359041,1037.44,5996,165335,46.05
HIRECT, EQ, 04-Nov-2022,238.4,238.4,241,232.35,233,233.5,236.97,8009,18.98,429,4709,58.8
HISARMETAL, EQ, 04-Nov-2022,127.05,127.05,129.8,125.2,129.4,129.1,128.05,9457,12.11,244,4751,50.24
HITECH, EQ, 04-Nov-2022,651.55,651.35,660.35,650.1,652.1,652.95,655.21,40323,264.2,2755,24398,60.51
HITECHCORP, EQ, 04-Nov-2022,233.35,230.15,234.4,230,234,231,232.37,7016,16.3,244,4500,64.14
HITECHGEAR, EQ, 04-Nov-2022,225.4,226.9,229.2,222.4,225,225.85,226.19,11637,26.32,466,8029,69
HLEGLAS, EQ, 04-Nov-2022,673.45,676,711.9,676,700,695.45,700.24,114077,798.81,9812,27022,23.69
HLVLTD, EQ, 04-Nov-2022,9.95,9.95,10.5,9.8,10.25,10.25,10.28,1230518,126.53,1529,604092,49.09
HMT, BZ, 04-Nov-2022,30.85,30.8,32.35,30.8,32.35,32.35,31.89,34801,11.1,163, -, -
HMVL, EQ, 04-Nov-2022,51.5,51.4,52.5,50.75,51.1,51.1,51.46,78938,40.62,760,53732,68.07
HNDFDS, EQ, 04-Nov-2022,467.7,470.85,485,468.7,479.95,478.5,474.65,24994,118.63,4216,12096,48.4
HNGSNGBEES, EQ, 04-Nov-2022,226.44,220,237.09,220,233,232.97,234.72,105626,247.92,1258,82926,78.51
HOMEFIRST, EQ, 04-Nov-2022,732.2,735,735.9,721.1,731.25,730,727.2,188417,1370.17,15481,94096,49.94
HONAUT, EQ, 04-Nov-2022,40282.35,40310.45,41192.05,40221.5,40601,40395.75,40595.42,5357,2174.7,2544,2157,40.27
HONDAPOWER, EQ, 04-Nov-2022,1775.5,1784.4,1835.85,1764.85,1778,1774.55,1801.36,13452,242.32,3076,7336,54.53
HOVS, EQ, 04-Nov-2022,53.5,54,54.8,52.8,54.8,53.1,53.19,10569,5.62,129,8595,81.32
HPAL, EQ, 04-Nov-2022,400.4,400.5,409.7,395.5,400.6,403.85,401.63,44254,177.74,3044,10219,23.09
HPIL, SM, 04-Nov-2022,94.5,99.2,99.2,99.2,99.2,99.2,99.2,12000,11.9,4,12000,100
HPL, EQ, 04-Nov-2022,98.55,98.65,99.05,96.25,96.7,96.65,97.28,236506,230.08,3653,135634,57.35
HSCL, EQ, 04-Nov-2022,102.65,103.25,103.3,101.1,101.3,101.35,101.76,1764130,1795.25,7950,883160,50.06
HTMEDIA, EQ, 04-Nov-2022,22.6,22.7,23.6,22.25,22.9,22.8,23,614333,141.28,1927,353063,57.47
HUBTOWN, BE, 04-Nov-2022,51.45,51.5,53.5,51.5,52,52.45,52.65,61067,32.15,269, -, -
HUDCO, EQ, 04-Nov-2022,38.9,39.1,39.9,38.75,39.65,39.75,39.52,4596703,1816.82,12312,1969851,42.85
HUDCO, N2, 04-Nov-2022,1165.71,1187,1187,1166.7,1180,1180,1179,923,10.88,39,731,79.2
HUDCO, N4, 04-Nov-2022,1063.9,1060,1060,1060,1060,1060,1060,4,0.04,1,4,100
HUDCO, N5, 04-Nov-2022,1153,1141,1155,1141,1155,1155,1148,2,0.02,2,1,50
HUDCO, N8, 04-Nov-2022,1202,1202,1208,1200,1208,1208,1200.37,1025,12.3,13,1025,100
HUDCO, N9, 04-Nov-2022,1216,1220,1229.99,1214,1216.1,1216.56,1219.38,992,12.1,15,918,92.54
HUDCO, ND, 04-Nov-2022,1214,1214,1214,1201.25,1205,1205.22,1206.19,321,3.87,10,240,74.77
HUDCO, NE, 04-Nov-2022,1395,1419,1419,1390,1390,1396.36,1416.96,122,1.73,15,122,100
HUHTAMAKI, EQ, 04-Nov-2022,218.2,219,222.9,217,218.5,218.75,218.55,63182,138.08,1892,37383,59.17
IBMFNIFTY, EQ, 04-Nov-2022,187.92,191,191,186.99,188.71,188.66,188.87,761,1.44,75,232,30.49
IBREALEST, EQ, 04-Nov-2022,79.75,80.75,80.95,77.55,77.95,78.2,78.96,8902439,7029.06,21937,3426059,38.48
IBUCCREDIT, N9, 04-Nov-2022,984,955.1,955.1,955.1,955.1,955.1,955.1,1,0.01,1,1,100
IBUCCREDIT, NB, 04-Nov-2022,921,921,921,921,921,921,921,25,0.23,1,25,100
IBULHSGFIN, EQ, 04-Nov-2022,127.55,128.2,133.3,125.3,130,129.9,129.31,14174199,18329.34,50453,2620786,18.49
IBULHSGFIN, NA, 04-Nov-2022,906.6,922,922,902,902,902,906.34,61,0.55,7,61,100
IBULHSGFIN, NE, 04-Nov-2022,900,921,921,900,900,900.71,908.37,1496,13.59,40,1444,96.52
IBULHSGFIN, NG, 04-Nov-2022,964,964,964,964,964,964,964,10,0.1,2,10,100
IBULHSGFIN, NH, 04-Nov-2022,980,980,980,980,980,980,980,4,0.04,1,4,100
IBULHSGFIN, YG, 04-Nov-2022,956.1,960.25,960.25,960.25,960.25,960.25,960.25,18,0.17,1,18,100
ICDSLTD, BE, 04-Nov-2022,35,35,36,33.55,35,35.7,34.72,1051,0.36,31, -, -
ICEMAKE, BE, 04-Nov-2022,285.9,285,286,280,284.8,283.35,281.79,8929,25.16,314, -, -
ICICI500, EQ, 04-Nov-2022,25.91,26.06,26.06,25.79,25.98,25.92,25.98,981126,254.87,292,918354,93.6
ICICI5GSEC, EQ, 04-Nov-2022,50.85,50.9,50.9,49.9,50.85,50.85,50.85,152,0.08,14,141,92.76
ICICIALPLV, EQ, 04-Nov-2022,178.27,179.99,179.99,176.05,178.75,178.07,177.9,19974,35.53,338,9768,48.9
ICICIAUTO, EQ, 04-Nov-2022,133.62,134.67,134.67,133.16,133.73,133.75,133.94,6279,8.41,162,3218,51.25
ICICIB22, EQ, 04-Nov-2022,56.36,56.9,56.9,56.18,56.5,56.47,56.4,180625,101.87,1346,116882,64.71
ICICIBANK, EQ, 04-Nov-2022,908.65,906.3,913.4,900.2,907.1,905.3,905.98,7099336,64318.5,139696,4635901,65.3
ICICIBANKN, EQ, 04-Nov-2022,41.31,41.32,41.52,41.15,41.29,41.27,41.28,16892,6.97,214,11265,66.69
ICICIBANKP, EQ, 04-Nov-2022,209.66,211.89,211.89,208.81,208.95,209.41,209.37,6565,13.75,135,4382,66.75
ICICICONSU, EQ, 04-Nov-2022,79.95,82.14,82.14,79.61,80.15,80.14,80.08,314,0.25,29,161,51.27
ICICIFMCG, EQ, 04-Nov-2022,455.72,457.96,457.96,453.07,456,455.82,455.04,2920,13.29,132,1742,59.66
ICICIGI, EQ, 04-Nov-2022,1165.2,1169,1169,1152.1,1162.2,1161.15,1158.73,235006,2723.07,20823,113414,48.26
ICICIGOLD, EQ, 04-Nov-2022,44.28,44.84,44.84,44.28,44.45,44.66,44.58,375857,167.57,2952,286226,76.15
ICICIINFRA, EQ, 04-Nov-2022,53.48,53.75,54.79,52.8,53.8,53.8,53.8,250,0.13,39,173,69.2
ICICILIQ, EQ, 04-Nov-2022,999.99,1000.7,1000.71,999.71,1000,999.99,1000,196495,1964.96,222,165386,84.17
ICICILOVOL, EQ, 04-Nov-2022,143.3,143.96,143.96,141.25,142.86,142.88,142.75,77305,110.35,775,71226,92.14
ICICIM150, EQ, 04-Nov-2022,121.93,122.65,122.65,121.81,122.02,122.01,122.05,15398,18.79,445,13633,88.54
ICICIMCAP, EQ, 04-Nov-2022,105.9,104.2,106.84,104.2,105.16,105.19,105.55,5081,5.36,244,2282,44.91
ICICIMOM30, EQ, 04-Nov-2022,20.44,20.06,20.6,20,20.6,20.49,20.45,38593,7.89,68,23941,62.03
ICICINF100, EQ, 04-Nov-2022,199.8,201.42,201.42,199.37,200.8,200.78,200.08,5217,10.44,379,3257,62.43
ICICINIFTY, EQ, 04-Nov-2022,196.25,195.8,197.25,195.51,197,196.81,195.93,1061510,2079.83,6844,946590,89.17
ICICINV20, EQ, 04-Nov-2022,98.63,99.5,99.5,98.1,98.94,98.67,98.55,27558,27.16,725,19115,69.36
ICICINXT50, EQ, 04-Nov-2022,44.31,44.58,44.59,44.02,44.5,44.45,44.36,83649,37.11,997,47563,56.86
ICICIPHARM, EQ, 04-Nov-2022,86.32,86.99,86.99,85.4,85.42,85.46,85.79,6910,5.93,145,5546,80.26
ICICIPRULI, EQ, 04-Nov-2022,519.15,520,520.15,511.2,515,514.6,515.12,341572,1759.49,18586,153978,45.08
ICICISENSX, EQ, 04-Nov-2022,669.6,671.99,671.99,666.36,670,668.29,667.5,2457,16.4,97,2163,88.03
ICICISILVE, EQ, 04-Nov-2022,59.14,60,60.75,60,60.3,60.69,60.57,597653,362.02,1155,457840,76.61
ICICITECH, EQ, 04-Nov-2022,29.82,29.27,29.99,29.27,29.59,29.69,29.62,232039,68.73,624,73409,31.64
